frame,phase,time,s,x,y,z
23,extension,0.46,0.03158,0.020917,-0.001405,-0.001344
23,extension,0.46,0.03947,0.026558,-0.001023,-0.001454
23,extension,0.46,0.04737,0.031649,-0.000669,-0.001642
23,extension,0.46,0.05526,0.036797,0.000438,-0.002309
23,extension,0.46,0.06316,0.042036,0.001728,-0.002627
23,extension,0.46,0.07105,0.04749,0.002949,-0.003024
23,extension,0.46,0.07895,0.052585,0.00471,-0.003767
23,extension,0.46,0.08684,0.058075,0.006021,-0.004073
23,extension,0.46,0.09474,0.063436,0.007322,-0.004182
23,extension,0.46,0.10263,0.068295,0.00831,-0.004695
23,extension,0.46,0.11053,0.073508,0.009425,-0.004911
23,extension,0.46,0.11842,0.078437,0.009803,-0.004996
23,extension,0.46,0.12632,0.083757,0.00974,-0.005277
23,extension,0.46,0.13421,0.088562,0.00883,-0.005473
23,extension,0.46,0.14211,0.093731,0.007571,-0.00516
23,extension,0.46,0.15,0.098194,0.005235,-0.004654
24,extension,0.48,0.0,-0.0001,5.4e-05,-0.000209
24,extension,0.48,0.00789,0.005478,-0.000862,-7.2e-05
24,extension,0.48,0.01579,0.010897,-0.001245,-0.000332
24,extension,0.48,0.02368,0.015763,-0.001907,-0.000433
24,extension,0.48,0.03158,0.021156,-0.002026,-0.000565
24,extension,0.48,0.03947,0.026485,-0.001436,-0.001098
24,extension,0.48,0.04737,0.032107,-0.001243,-0.001342
24,extension,0.48,0.05526,0.037069,-0.000651,-0.001836
24,extension,0.48,0.06316,0.042663,0.00052,-0.002554
24,extension,0.48,0.07105,0.047641,0.001555,-0.00311
24,extension,0.48,0.07895,0.053181,0.003354,-0.003351
24,extension,0.48,0.08684,0.05813,0.004659,-0.003883
24,extension,0.48,0.09474,0.064069,0.005969,-0.00442
24,extension,0.48,0.10263,0.069272,0.007655,-0.004755
24,extension,0.48,0.11053,0.074267,0.008829,-0.005159
24,extension,0.48,0.11842,0.079331,0.009785,-0.005858
24,extension,0.48,0.12632,0.084668,0.010123,-0.00604
24,extension,0.48,0.13421,0.08974,0.009905,-0.006304
24,extension,0.48,0.14211,0.094771,0.00909,-0.006172
24,extension,0.48,0.15,0.099683,0.007884,-0.006338
25,extension,0.5,0.0,-8.5e-05,-9.4e-05,0.000199
25,extension,0.5,0.00789,0.005351,-0.000912,4.7e-05
25,extension,0.5,0.01579,0.010313,-0.001604,0.000187
25,extension,0.5,0.02368,0.015998,-0.002097,-0.000175
25,extension,0.5,0.03158,0.02148,-0.002671,-0.000718
25,extension,0.5,0.03947,0.026757,-0.002468,-0.000542
25,extension,0.5,0.04737,0.032068,-0.002349,-0.001266
25,extension,0.5,0.05526,0.037098,-0.001497,-0.001504
25,extension,0.5,0.06316,0.042842,-0.000418,-0.001755
25,extension,0.5,0.07105,0.048271,0.000237,-0.002354
25,extension,0.5,0.07895,0.053764,0.001951,-0.002855
25,extension,0.5,0.08684,0.058877,0.003704,-0.003733
25,extension,0.5,0.09474,0.064519,0.004721,-0.004333
25,extension,0.5,0.10263,0.069969,0.00649,-0.004672
25,extension,0.5,0.11053,0.075086,0.007952,-0.005181
25,extension,0.5,0.11842,0.080295,0.008913,-0.006053
25,extension,0.5,0.12632,0.08566,0.010112,-0.006654
25,extension,0.5,0.13421,0.090678,0.010384,-0.006875
25,extension,0.5,0.14211,0.095747,0.01023,-0.007225
25,extension,0.5,0.15,0.101189,0.009628,-0.007303
26,extension,0.52,0.0,-5.9e-05,2.1e-05,-0.000122
26,extension,0.52,0.00789,0.005168,-0.001029,-3.2e-05
26,extension,0.52,0.01579,0.010535,-0.001635,0.000178
26,extension,0.52,0.02368,0.015866,-0.002264,-2.2e-05
26,extension,0.52,0.03158,0.02157,-0.002671,-0.000335
26,extension,0.52,0.03947,0.02676,-0.002822,-0.000165
26,extension,0.52,0.04737,0.03206,-0.002659,-0.000422
26,extension,0.52,0.05526,0.03782,-0.002223,-0.001067
26,extension,0.52,0.06316,0.043278,-0.001851,-0.001754
26,extension,0.52,0.07105,0.048891,-0.000779,-0.001986
26,extension,0.52,0.07895,0.053989,0.000385,-0.002527
26,extension,0.52,0.08684,0.059526,0.002084,-0.003074
26,extension,0.52,0.09474,0.065108,0.003635,-0.003591
26,extension,0.52,0.10263,0.070307,0.005225,-0.00437
26,extension,0.52,0.11053,0.076041,0.006624,-0.005307
26,extension,0.52,0.11842,0.081413,0.008385,-0.005936
26,extension,0.52,0.12632,0.086504,0.009479,-0.006589
26,extension,0.52,0.13421,0.091791,0.010398,-0.007223
26,extension,0.52,0.14211,0.09698,0.010876,-0.00731
26,extension,0.52,0.15,0.102025,0.010646,-0.008257
27,extension,0.54,0.0,8.7e-05,7e-06,0.000114
27,extension,0.54,0.00789,0.005556,-0.000832,0.000322
27,extension,0.54,0.01579,0.010439,-0.001416,0.000307
27,extension,0.54,0.02368,0.016392,-0.002515,0.000163
27,extension,0.54,0.03158,0.021714,-0.002851,0.000293
27,extension,0.54,0.03947,0.027336,-0.003423,0.000278
27,extension,0.54,0.04737,0.03267,-0.003254,-0.000297
27,extension,0.54,0.05526,0.03825,-0.00338,-0.000282
27,extension,0.54,0.06316,0.043463,-0.002515,-0.000797
27,extension,0.54,0.07105,0.049377,-0.001764,-0.001379
27,extension,0.54,0.07895,0.054637,-0.000485,-0.001782
27,extension,0.54,0.08684,0.060161,0.000595,-0.002768
27,extension,0.54,0.09474,0.065771,0.001871,-0.003161
27,extension,0.54,0.10263,0.071211,0.004129,-0.004235
27,extension,0.54,0.11053,0.076636,0.005729,-0.004723
27,extension,0.54,0.11842,0.081983,0.007139,-0.005746
27,extension,0.54,0.12632,0.087538,0.008499,-0.006592
27,extension,0.54,0.13421,0.092632,0.009863,-0.007303
27,extension,0.54,0.14211,0.098177,0.010459,-0.007945
27,extension,0.54,0.15,0.103564,0.010954,-0.008759
28,extension,0.56,0.0,-0.000225,-0.000154,-8.1e-05
28,extension,0.56,0.00789,0.005603,-0.000898,0.000332
28,extension,0.56,0.01579,0.010791,-0.001545,0.000408
28,extension,0.56,0.02368,0.016487,-0.002377,0.000327
28,extension,0.56,0.03158,0.021658,-0.002978,0.000437
28,extension,0.56,0.03947,0.027458,-0.003408,0.000956
28,extension,0.56,0.04737,0.032685,-0.003541,0.00031
28,extension,0.56,0.05526,0.038433,-0.003541,-9.6e-05
28,extension,0.56,0.06316,0.044114,-0.002995,-0.000154
28,extension,0.56,0.07105,0.049693,-0.002556,-0.000564
28,extension,0.56,0.07895,0.055143,-0.002193,-0.001009
28,extension,0.56,0.08684,0.060785,-0.000871,-0.00176
28,extension,0.56,0.09474,0.066278,0.000576,-0.002459
28,extension,0.56,0.10263,0.071716,0.002378,-0.003613
28,extension,0.56,0.11053,0.077353,0.004201,-0.004153
28,extension,0.56,0.11842,0.082981,0.005505,-0.005361
28,extension,0.56,0.12632,0.088466,0.007333,-0.006271
28,extension,0.56,0.13421,0.09391,0.008815,-0.007437
28,extension,0.56,0.14211,0.099262,0.010227,-0.008345
28,extension,0.56,0.15,0.104699,0.010812,-0.008966
29,extension,0.58,0.0,-5.8e-05,0.000222,7.6e-05
29,extension,0.58,0.00789,0.005261,-0.000611,0.000198
29,extension,0.58,0.01579,0.010867,-0.001398,0.000522
29,extension,0.58,0.02368,0.016615,-0.002277,0.000734
29,extension,0.58,0.03158,0.02194,-0.002899,0.001155
29,extension,0.58,0.03947,0.027714,-0.003099,0.001409
29,extension,0.58,0.04737,0.033067,-0.003726,0.000871
29,extension,0.58,0.05526,0.038723,-0.004006,0.000754
29,extension,0.58,0.06316,0.044311,-0.003864,0.000472
29,extension,0.58,0.07105,0.050232,-0.003638,0.000687
29,extension,0.58,0.07895,0.055678,-0.00286,-0.000449
29,extension,0.58,0.08684,0.061641,-0.001785,-0.00086
29,extension,0.58,0.09474,0.066817,-0.000732,-0.001846
29,extension,0.58,0.10263,0.072862,0.000787,-0.002546
29,extension,0.58,0.11053,0.077887,0.002135,-0.003434
29,extension,0.58,0.11842,0.084027,0.004184,-0.004824
29,extension,0.58,0.12632,0.089459,0.005941,-0.005928
29,extension,0.58,0.13421,0.094956,0.007536,-0.006834
29,extension,0.58,0.14211,0.100191,0.008979,-0.007933
29,extension,0.58,0.15,0.105923,0.010184,-0.008995
30,extension,0.6,0.0,-6e-06,6.6e-05,-4.6e-05
30,extension,0.6,0.00789,0.005436,-0.00058,9.3e-05
30,extension,0.6,0.01579,0.011106,-0.001247,0.000751
30,extension,0.6,0.02368,0.016751,-0.002221,0.000775
30,extension,0.6,0.03158,0.022253,-0.002598,0.001363
30,extension,0.6,0.03947,0.027774,-0.003106,0.001664
30,extension,0.6,0.04737,0.033571,-0.003745,0.001294
30,extension,0.6,0.05526,0.039287,-0.003862,0.001676
30,extension,0.6,0.06316,0.044728,-0.004077,0.001547
30,extension,0.6,0.07105,0.050792,-0.004198,0.00108
30,extension,0.6,0.07895,0.056374,-0.003673,0.000494
30,extension,0.6,0.08684,0.06203,-0.002922,7.4e-05
30,extension,0.6,0.09474,0.067704,-0.002086,-0.000465
30,extension,0.6,0.10263,0.073233,-0.000902,-0.001568
30,extension,0.6,0.11053,0.079185,0.000432,-0.00277
30,extension,0.6,0.11842,0.084417,0.002316,-0.003847
30,extension,0.6,0.12632,0.090316,0.004179,-0.004957
30,extension,0.6,0.13421,0.096034,0.005831,-0.00599
30,extension,0.6,0.14211,0.101669,0.007496,-0.007361
30,extension,0.6,0.15,0.10732,0.009197,-0.008769
31,extension,0.62,0.0,9.8e-05,-0.000163,0.000212
31,extension,0.62,0.00789,0.00569,-0.000408,0.00046
31,extension,0.62,0.01579,0.011084,-0.000891,0.000818
31,extension,0.62,0.02368,0.016769,-0.001473,0.001203
31,extension,0.62,0.03158,0.022293,-0.002429,0.001494
31,extension,0.62,0.03947,0.027793,-0.00278,0.00222
31,extension,0.62,0.04737,0.033989,-0.003717,0.002257
31,extension,0.62,0.05526,0.039718,-0.004017,0.002246
31,extension,0.62,0.06316,0.04495,-0.004225,0.002019
31,extension,0.62,0.07105,0.05104,-0.004609,0.002058
31,extension,0.62,0.07895,0.056932,-0.004356,0.001444
31,extension,0.62,0.08684,0.062228,-0.003868,0.000999
31,extension,0.62,0.09474,0.068092,-0.00306,0.000325
31,extension,0.62,0.10263,0.073932,-0.002221,-0.000301
31,extension,0.62,0.11053,0.079944,-0.000896,-0.00137
31,extension,0.62,0.11842,0.085427,0.000626,-0.002571
31,extension,0.62,0.12632,0.091262,0.002366,-0.003949
31,extension,0.62,0.13421,0.097119,0.004173,-0.005586
31,extension,0.62,0.14211,0.102905,0.005445,-0.006605
31,extension,0.62,0.15,0.108535,0.007584,-0.008107
32,extension,0.64,0.0,-0.000164,0.000154,-0.000288
32,extension,0.64,0.00789,0.005745,-0.000299,0.000298
32,extension,0.64,0.01579,0.011109,-0.000846,0.001105
32,extension,0.64,0.02368,0.016969,-0.001457,0.001407
32,extension,0.64,0.03158,0.022429,-0.00159,0.001726
32,extension,0.64,0.03947,0.028531,-0.002418,0.002155
32,extension,0.64,0.04737,0.03395,-0.003162,0.002452
32,extension,0.64,0.05526,0.039851,-0.003802,0.002518
32,extension,0.64,0.06316,0.045585,-0.004358,0.0028
32,extension,0.64,0.07105,0.051326,-0.00453,0.003126
32,extension,0.64,0.07895,0.057304,-0.004467,0.002305
32,extension,0.64,0.08684,0.063037,-0.00433,0.001984
32,extension,0.64,0.09474,0.069113,-0.004124,0.001479
32,extension,0.64,0.10263,0.074731,-0.003208,0.00063
32,extension,0.64,0.11053,0.080613,-0.002267,-0.000351
32,extension,0.64,0.11842,0.086553,-0.000922,-0.001378
32,extension,0.64,0.12632,0.092227,0.000671,-0.00266
32,extension,0.64,0.13421,0.098039,0.002258,-0.00374
32,extension,0.64,0.14211,0.103655,0.004156,-0.005727
32,extension,0.64,0.15,0.109632,0.006091,-0.006861
33,extension,0.66,0.0,2.6e-05,-8.4e-05,5e-06
33,extension,0.66,0.00789,0.005577,-0.000234,0.000459
33,extension,0.66,0.01579,0.011307,-0.000471,0.000926
33,extension,0.66,0.02368,0.016781,-0.000667,0.001688
33,extension,0.66,0.03158,0.022767,-0.001067,0.002165
33,extension,0.66,0.03947,0.028573,-0.001744,0.002639
33,extension,0.66,0.04737,0.034249,-0.002087,0.003012
33,extension,0.66,0.05526,0.040069,-0.00299,0.00344
33,extension,0.66,0.06316,0.045822,-0.003474,0.003581
33,extension,0.66,0.07105,0.051748,-0.003948,0.003728
33,extension,0.66,0.07895,0.057622,-0.004186,0.003599
33,extension,0.66,0.08684,0.063716,-0.004333,0.003204
33,extension,0.66,0.09474,0.069626,-0.004541,0.002753
33,extension,0.66,0.10263,0.075615,-0.004032,0.001835
33,extension,0.66,0.11053,0.081474,-0.003342,0.00085
33,extension,0.66,0.11842,0.087138,-0.002252,-0.000425
33,extension,0.66,0.12632,0.093282,-0.001139,-0.001085
33,extension,0.66,0.13421,0.099054,0.000539,-0.002728
33,extension,0.66,0.14211,0.105002,0.002237,-0.004234
33,extension,0.66,0.15,0.110967,0.00377,-0.005693
34,extension,0.68,0.0,0.000138,9.9e-05,0.000287
34,extension,0.68,0.00789,0.005539,-0.00014,0.000362
34,extension,0.68,0.01579,0.011458,8.1e-05,0.001102
34,extension,0.68,0.02368,0.016942,-8.4e-05,0.001515
34,extension,0.68,0.03158,0.023079,-0.000122,0.002373
34,extension,0.68,0.03947,0.028825,-0.001109,0.002638
34,extension,0.68,0.04737,0.034514,-0.001786,0.003226
34,extension,0.68,0.05526,0.04076,-0.002231,0.003941
34,extension,0.68,0.06316,0.046377,-0.002959,0.004348
34,extension,0.68,0.07105,0.052362,-0.003472,0.004345
34,extension,0.68,0.07895,0.058277,-0.004281,0.004076
34,extension,0.68,0.08684,0.064262,-0.004422,0.003988
34,extension,0.68,0.09474,0.070278,-0.004575,0.003462
34,extension,0.68,0.10263,0.076132,-0.004424,0.003239
34,extension,0.68,0.11053,0.082082,-0.004083,0.002521
34,extension,0.68,0.11842,0.088353,-0.003446,0.001283
34,extension,0.68,0.12632,0.094115,-0.00239,0.000181
34,extension,0.68,0.13421,0.100265,-0.001192,-0.001093
34,extension,0.68,0.14211,0.106128,0.000393,-0.002592
34,extension,0.68,0.15,0.111915,0.001671,-0.004104
35,extension,0.7,0.0,3.8e-05,-0.000257,-0.000107
35,extension,0.7,0.00789,0.005809,0.000208,0.000426
35,extension,0.7,0.01579,0.01165,0.000226,0.000973
35,extension,0.7,0.02368,0.017268,0.000423,0.001817
35,extension,0.7,0.03158,0.023215,0.000209,0.002493
35,extension,0.7,0.03947,0.028923,-0.000163,0.003107
35,extension,0.7,0.04737,0.034914,-0.000555,0.003804
35,extension,0.7,0.05526,0.040841,-0.001408,0.004285
35,extension,0.7,0.06316,0.046811,-0.001945,0.00505
35,extension,0.7,0.07105,0.052741,-0.002618,0.005183
35,extension,0.7,0.07895,0.058859,-0.003,0.005102
35,extension,0.7,0.08684,0.064933,-0.004042,0.005052
35,extension,0.7,0.09474,0.070973,-0.00421,0.004892
35,extension,0.7,0.10263,0.077183,-0.004558,0.004316
35,extension,0.7,0.11053,0.083461,-0.00444,0.003559
35,extension,0.7,0.11842,0.089011,-0.004311,0.002891
35,extension,0.7,0.12632,0.095114,-0.003522,0.001618
35,extension,0.7,0.13421,0.101323,-0.002739,0.000152
35,extension,0.7,0.14211,0.107276,-0.001313,-0.001116
35,extension,0.7,0.15,0.113132,0.000148,-0.002893
36,extension,0.72,0.0,-7.8e-05,-0.000142,0.000195
36,extension,0.72,0.00789,0.005827,0.00052,0.000665
36,extension,0.72,0.01579,0.011943,0.000504,0.000955
36,extension,0.72,0.02368,0.01727,0.000819,0.001574
36,extension,0.72,0.03158,0.023207,0.000772,0.002506
36,extension,0.72,0.03947,0.029193,0.000845,0.003268
36,extension,0.72,0.04737,0.035248,0.00035,0.004224
36,extension,0.72,0.05526,0.041201,-0.000405,0.004412
36,extension,0.72,0.06316,0.046945,-0.000785,0.005106
36,extension,0.72,0.07105,0.053202,-0.001231,0.00564
36,extension,0.72,0.07895,0.05947,-0.002445,0.005683
36,extension,0.72,0.08684,0.065473,-0.00302,0.005645
36,extension,0.72,0.09474,0.071562,-0.003689,0.005775
36,extension,0.72,0.10263,0.077598,-0.004263,0.005444
36,extension,0.72,0.11053,0.08387,-0.004373,0.005068
36,extension,0.72,0.11842,0.089949,-0.00456,0.004177
36,extension,0.72,0.12632,0.09622,-0.004298,0.003212
36,extension,0.72,0.13421,0.102402,-0.003476,0.002133
36,extension,0.72,0.14211,0.108241,-0.002801,0.000452
36,extension,0.72,0.15,0.114456,-0.00175,-0.001351
37,extension,0.74,0.0,1.4e-05,-0.000115,1.3e-05
37,extension,0.74,0.00789,0.005652,0.000431,0.000473
37,extension,0.74,0.01579,0.011625,0.001214,0.001335
37,extension,0.74,0.02368,0.01753,0.0016,0.001518
37,extension,0.74,0.03158,0.023232,0.001989,0.002286
37,extension,0.74,0.03947,0.029252,0.001766,0.003195
37,extension,0.74,0.04737,0.035299,0.001532,0.004176
37,extension,0.74,0.05526,0.041378,0.000968,0.004879
37,extension,0.74,0.06316,0.04767,0.000502,0.00517
37,extension,0.74,0.07105,0.053612,-0.00014,0.006139
37,extension,0.74,0.07895,0.059722,-0.000966,0.006475
37,extension,0.74,0.08684,0.065694,-0.001657,0.006431
37,extension,0.74,0.09474,0.072291,-0.002607,0.006805
37,extension,0.74,0.10263,0.078528,-0.003742,0.00634
37,extension,0.74,0.11053,0.084677,-0.004002,0.006112
37,extension,0.74,0.11842,0.09099,-0.004259,0.005356
37,extension,0.74,0.12632,0.09681,-0.004541,0.004563
37,extension,0.74,0.13421,0.103135,-0.00421,0.003525
37,extension,0.74,0.14211,0.109519,-0.004288,0.001878
37,extension,0.74,0.15,0.115972,-0.003126,0.000267
38,extension,0.76,0.0,0.000185,2e-06,0.000166
38,extension,0.76,0.00789,0.005852,0.000816,0.000438
38,extension,0.76,0.01579,0.011788,0.001811,0.001063
38,extension,0.76,0.02368,0.017377,0.002155,0.001747
38,extension,0.76,0.03158,0.023779,0.00248,0.002503
38,extension,0.76,0.03947,0.029771,0.003179,0.003029
38,extension,0.76,0.04737,0.035635,0.002763,0.003904
38,extension,0.76,0.05526,0.041698,0.002172,0.004731
38,extension,0.76,0.06316,0.048043,0.002062,0.005849
38,extension,0.76,0.07105,0.054178,0.001678,0.006267
38,extension,0.76,0.07895,0.060517,0.000715,0.006971
38,extension,0.76,0.08684,0.066643,-0.00017,0.007195
38,extension,0.76,0.09474,0.072851,-0.001149,0.007659
38,extension,0.76,0.10263,0.07913,-0.002091,0.007483
38,extension,0.76,0.11053,0.085628,-0.00301,0.006678
38,extension,0.76,0.11842,0.091828,-0.004051,0.006759
38,extension,0.76,0.12632,0.098072,-0.004065,0.005666
38,extension,0.76,0.13421,0.104108,-0.004414,0.004824
38,extension,0.76,0.14211,0.110555,-0.004385,0.00405
38,extension,0.76,0.15,0.117032,-0.003872,0.002365
39,extension,0.78,0.0,0.000222,-2.9e-05,-0.000308
39,extension,0.78,0.00789,0.005821,0.000997,0.000172
39,extension,0.78,0.01579,0.011738,0.001673,0.001026
39,extension,0.78,0.02368,0.017852,0.00271,0.001522
39,extension,0.78,0.03158,0.023766,0.003337,0.001993
39,extension,0.78,0.03947,0.029528,0.003827,0.003043
39,extension,0.78,0.04737,0.036169,0.004299,0.004099
39,extension,0.78,0.05526,0.042014,0.004007,0.00481
39,extension,0.78,0.06316,0.048758,0.004015,0.005745
39,extension,0.78,0.07105,0.054571,0.003142,0.006461
39,extension,0.78,0.07895,0.060745,0.0025,0.006978
39,extension,0.78,0.08684,0.067456,0.001567,0.007136
39,extension,0.78,0.09474,0.073623,0.00048,0.007836
39,extension,0.78,0.10263,0.079883,-0.000548,0.008073
39,extension,0.78,0.11053,0.086028,-0.001664,0.00796
39,extension,0.78,0.11842,0.092537,-0.002824,0.007624
39,extension,0.78,0.12632,0.099174,-0.003437,0.006656
39,extension,0.78,0.13421,0.105489,-0.004316,0.006183
39,extension,0.78,0.14211,0.111625,-0.004618,0.005026
39,extension,0.78,0.15,0.118098,-0.00462,0.00392
40,grasping,0.8,0.0,-6.7e-05,0.000147,4.2e-05
40,grasping,0.8,0.00789,0.005765,5e-06,-0.000204
40,grasping,0.8,0.01579,0.011891,0.000472,-0.000185
40,grasping,0.8,0.02368,0.017853,0.001013,0.000612
40,grasping,0.8,0.03158,0.023872,0.001767,0.000813
40,grasping,0.8,0.03947,0.030633,0.002895,0.000873
40,grasping,0.8,0.04737,0.036932,0.00385,0.001043
40,grasping,0.8,0.05526,0.043315,0.005769,0.001622
40,grasping,0.8,0.06316,0.049999,0.0078,0.002722
40,grasping,0.8,0.07105,0.056631,0.01077,0.00391
40,grasping,0.8,0.07895,0.063331,0.014149,0.004658
40,grasping,0.8,0.08684,0.070525,0.01724,0.005762
40,grasping,0.8,0.09474,0.07742,0.020635,0.007052
40,grasping,0.8,0.10263,0.084715,0.023936,0.007872
40,grasping,0.8,0.11053,0.091863,0.027362,0.008668
40,grasping,0.8,0.11842,0.099781,0.03049,0.009102
40,grasping,0.8,0.12632,0.106996,0.033914,0.009581
40,grasping,0.8,0.13421,0.114419,0.037044,0.009898
40,grasping,0.8,0.14211,0.122124,0.040053,0.01041
40,grasping,0.8,0.15,0.129909,0.042724,0.010105
41,grasping,0.82,0.0,-0.000189,-0.000197,-2.3e-05
41,grasping,0.82,0.00789,0.005691,2.9e-05,-7.3e-05
41,grasping,0.82,0.01579,0.011782,0.000723,0.00027
41,grasping,0.82,0.02368,0.017936,0.001079,0.000311
41,grasping,0.82,0.03158,0.024177,0.00207,0.00051
41,grasping,0.82,0.03947,0.030435,0.002702,0.001
41,grasping,0.82,0.04737,0.036954,0.004157,0.001594
41,grasping,0.82,0.05526,0.043225,0.005569,0.001682
41,grasping,0.82,0.06316,0.050635,0.006863,0.00237
41,grasping,0.82,0.07105,0.059177,0.008354,0.003457
41,grasping,0.82,0.07895,0.067676,0.00939,0.004619
41,grasping,0.82,0.08684,0.076048,0.011065,0.005807
41,grasping,0.82,0.09474,0.084857,0.012015,0.006267
41,grasping,0.82,0.10263,0.093878,0.013883,0.007149
41,grasping,0.82,0.11053,0.102766,0.015321,0.007932
41,grasping,0.82,0.11842,0.111779,0.016896,0.00831
41,grasping,0.82,0.12632,0.120908,0.017989,0.008541
41,grasping,0.82,0.13421,0.130264,0.019362,0.008996
41,grasping,0.82,0.14211,0.139367,0.02044,0.009002
41,grasping,0.82,0.15,0.149009,0.021693,0.008764
42,grasping,0.84,0.0,-3.2e-05,0.000267,-3.2e-05
42,grasping,0.84,0.00789,0.0056,0.000419,0.000146
42,grasping,0.84,0.01579,0.011837,0.000469,0.000333
42,grasping,0.84,0.02368,0.017852,0.00132,0.000457
42,grasping,0.84,0.03158,0.024164,0.002005,0.00062
42,grasping,0.84,0.03947,0.030586,0.002877,0.000725
42,grasping,0.84,0.04737,0.036932,0.004294,0.001394
42,grasping,0.84,0.05526,0.043418,0.005488,0.001805
42,grasping,0.84,0.06316,0.050388,0.006338,0.001823
42,grasping,0.84,0.07105,0.05845,0.006246,0.001842
42,grasping,0.84,0.07895,0.065742,0.006665,0.001548
42,grasping,0.84,0.08684,0.073622,0.006971,0.00133
42,grasping,0.84,0.09474,0.081654,0.007305,0.001285
42,grasping,0.84,0.10263,0.090322,0.007511,0.000651
42,grasping,0.84,0.11053,0.09852,0.007977,0.00027
42,grasping,0.84,0.11842,0.106498,0.00799,-0.000505
42,grasping,0.84,0.12632,0.11478,0.008211,-0.00103
42,grasping,0.84,0.13421,0.123655,0.008464,-0.002268
42,grasping,0.84,0.14211,0.132151,0.008303,-0.003457
42,grasping,0.84,0.15,0.140715,0.008316,-0.00427
43,grasping,0.86,0.0,-0.000149,0.000145,-1.3e-05
43,grasping,0.86,0.00789,0.005921,0.000204,0.000192
43,grasping,0.86,0.01579,0.01186,0.000736,0.000217
43,grasping,0.86,0.02368,0.018027,0.001023,0.0007
43,grasping,0.86,0.03158,0.024198,0.00209,0.000405
43,grasping,0.86,0.03947,0.030306,0.003193,0.001011
43,grasping,0.86,0.04737,0.036552,0.004355,0.00124
43,grasping,0.86,0.05526,0.043569,0.005523,0.001718
43,grasping,0.86,0.06316,0.049745,0.007202,0.001474
43,grasping,0.86,0.07105,0.055213,0.009869,0.000709
43,grasping,0.86,0.07895,0.060743,0.012355,6.1e-05
43,grasping,0.86,0.08684,0.066762,0.014493,-0.000773
43,grasping,0.86,0.09474,0.072725,0.017481,-0.001693
43,grasping,0.86,0.10263,0.078957,0.019816,-0.002685
43,grasping,0.86,0.11053,0.085,0.022509,-0.003784
43,grasping,0.86,0.11842,0.090886,0.025198,-0.004718
43,grasping,0.86,0.12632,0.097007,0.027442,-0.006284
43,grasping,0.86,0.13421,0.103284,0.029805,-0.007774
43,grasping,0.86,0.14211,0.109987,0.032247,-0.009411
43,grasping,0.86,0.15,0.116253,0.034284,-0.011132
44,grasping,0.88,0.0,8.8e-05,-1.3e-05,-0.000145
44,grasping,0.88,0.00789,0.005726,0.000352,2e-05
44,grasping,0.88,0.01579,0.012094,0.000448,0.000215
44,grasping,0.88,0.02368,0.018292,0.00099,9.1e-05
44,grasping,0.88,0.03158,0.02432,0.001859,0.000643
44,grasping,0.88,0.03947,0.030341,0.003047,0.000825
44,grasping,0.88,0.04737,0.036812,0.004266,0.001171
44,grasping,0.88,0.05526,0.043252,0.005484,0.001473
44,grasping,0.88,0.06316,0.049248,0.007476,0.001895
44,grasping,0.88,0.07105,0.054286,0.010168,0.00198
44,grasping,0.88,0.07895,0.059497,0.013173,0.002101
44,grasping,0.88,0.08684,0.064586,0.015756,0.002263
44,grasping,0.88,0.09474,0.069923,0.018723,0.001906
44,grasping,0.88,0.10263,0.074986,0.021682,0.002013
44,grasping,0.88,0.11053,0.080356,0.024213,0.001595
44,grasping,0.88,0.11842,0.085578,0.026816,0.001443
44,grasping,0.88,0.12632,0.091164,0.029473,0.000834
44,grasping,0.88,0.13421,0.096297,0.032322,0.000407
44,grasping,0.88,0.14211,0.102215,0.034913,-0.000131
44,grasping,0.88,0.15,0.107655,0.03711,-0.001092
45,grasping,0.9,0.0,0.000129,-0.000167,0.000125
45,grasping,0.9,0.00789,0.006048,0.000166,1.7e-05
45,grasping,0.9,0.01579,0.011908,9.6e-05,0.000216
45,grasping,0.9,0.02368,0.017917,0.001141,0.000482
45,grasping,0.9,0.03158,0.024116,0.001812,0.000625
45,grasping,0.9,0.03947,0.030439,0.003024,0.000992
45,grasping,0.9,0.04737,0.036995,0.004036,0.001348
45,grasping,0.9,0.05526,0.043551,0.005276,0.001714
45,grasping,0.9,0.06316,0.049889,0.006431,0.002273
45,grasping,0.9,0.07105,0.056606,0.007046,0.003486
45,grasping,0.9,0.07895,0.063132,0.006924,0.005183
45,grasping,0.9,0.08684,0.069937,0.007503,0.006072
45,grasping,0.9,0.09474,0.076591,0.007866,0.007649
45,grasping,0.9,0.10263,0.083698,0.008145,0.008447
45,grasping,0.9,0.11053,0.090157,0.008325,0.009481
45,grasping,0.9,0.11842,0.097291,0.008986,0.010135
45,grasping,0.9,0.12632,0.103977,0.009068,0.011035
45,grasping,0.9,0.13421,0.110886,0.008702,0.011659
45,grasping,0.9,0.14211,0.118117,0.008588,0.012304
45,grasping,0.9,0.15,0.125091,0.008513,0.012818
46,grasping,0.92,0.0,-0.000104,-0.000243,-8e-05
46,grasping,0.92,0.00789,0.006003,5.4e-05,-6.1e-05
46,grasping,0.92,0.01579,0.011574,0.000788,0.000295
46,grasping,0.92,0.02368,0.018049,0.001293,0.000462
46,grasping,0.92,0.03158,0.024091,0.001958,0.000582
46,grasping,0.92,0.03947,0.030825,0.00309,0.000898
46,grasping,0.92,0.04737,0.036909,0.004047,0.001548
